intreno;butxt;xauthgrp;syst_num;status;objname;tipob;validfrom;validto;priznas;region;bezei;home_city;city;zzcitydistr;city2;region_city;street;num;vidpr;zz_vidpr;zz_spost;zz_peref;zz_dnperp;zz_doperp;currtxt;elorgst_text;blktx;grpodr;vsp_num;vsp_name;statisp;curpriz;podrvalfrom;podrvalto;zz_objcat;zzelorgst_text;orgunit_text;blkid_easup_txt;statusesq;zz_priznas;segmentt;subsegmentt;irrate_ch;elorgst;grpodr_;usgfunction;xmusgfunction;zz_prport;zz_prpl;k4_koef_ch;first_line_house;posnr;bukrs;objnr;zz_klasz;objnr_ao;factusing;branc;segment;obsh_plosh;osnov_plosh;vspom_plosh;proch_plosh;plosh_v_ar;neis_plosh;osn_obsh;vspom_obsh;org_pm;teh_pm;balans_v;ostat_v;rinoch_v;arend_st;no_nds_st;nds;obespech;val_arend_st;val_no_nds_st;val_nds;perem_ap;obespech_z;schet_podr;vspplp;vspshch;obespech_p;schet_zdn;neis_square;orgunit;blkid_easup;orgunit_square;quan;irrate;k4_koef;zz_lattitude;zz_longitude;ctl_action;ctl_validfrom;ctl_validto;ctl_pa_loading;archive_name;file_name;ctl_loading
IB00100009508;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/474;В пользовании;ГО/ЛО_Невское_Нурма_6_0922;Здание/помещение  (нежилое);2009-01-21;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Тосненский;;;д Нурма;;нет;6;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Не планируется переформатирование;2020-05-20;2020-07-21;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №9055/0922;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000474;05;I000000000000000827808;06;9056;06;24.3000;24.3000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.461028;0.377892;0.083140;0.000000;0.000000;0.000000;0.000000;0.000000;24.3000;1;0.0000;0.0000;24.3000;0;0.0000;10095743;38;24.3000;1.0000;0.00;1.0000000000;59.558530;31.020552;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009526;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/491;В пользовании;ГО/ЛО_Ладожское_Всеволожск, Александровская ул., 78_01007;Здание/помещение  (нежилое);2010-07-26;9999-12-31;Д – город с населением <100 тыс. жителей;47;обл Ленинградская;р-н Всеволожский;г Всеволожск;;;;ул Александровская;78;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Переформатирование завершено;2014-04-25;2014-06-26;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис №9055/01007;Сеть продаж;Используется;04;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000491;03;I000000000000000828158;06;9056;06;352.9000;352.9000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.474355;2.474355;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;32.0818;1;0.0000;0.0000;26.9491;0;0.0000;10094946;38;296.4400;11.0000;0.00;1.0000000000;60.021444;30.654396;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009547;Северо-Западный банк;Головное отд. по Санкт-Петербургу №9055;5500/1/512;В пользовании;Московское_Стачек, 18_0741;Здание/помещение  (нежилое);1999-05-28;9999-12-31;М – город с населением >=1000 тыс. жителей;78;г Санкт-Петербург;;г Санкт-Петербург;;;;пр-кт Стачек;18литерА;Аренда (гос. соб-ть);04;Договор аренды (субаренды);;2022-10-15;2022-11-15;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-13;2026-12-31;B;Иные;ТОЕ_9055.ГСБ ДНиЭ Недвижим (внеш.аренда);Сервисы;Неиспользуемые: Сдано в аренду;01;Ритейл;Ритейл - стритритейл, ВПП;-;27;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000512;02;I000000000000000827996;06;9055;06;206.3000;206.3000;0.0000;0.0000;206.3000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.004027;0.003356;0.000670;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;19073581;30;206.3000;0.0000;0.00;1.0000000000;59.894518;30.279511;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009578;Поволжский банк;Саратовское отд. №8622;5400/1/1396;В пользовании;8622/0342-А_г. Энгельс, ул. Ломоносова, д. 21;Здание/помещение  (нежилое);2012-03-01;9999-12-31;С – город с населением >=100 и <500;64;обл Саратовская;;г Энгельс;;;;ул Ломоносова;21;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Переформатирование завершено;2012-03-30;2012-06-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис №8622/0342;Сеть продаж;Используется;03;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5400;IB54000000000100001396;04;I000000000000000838243;06;8622;06;337.3000;337.3000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.566480;0.566480;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;28.1083;1;0.0000;0.0000;23.9833;0;0.0000;10200028;38;287.8000;12.0000;0.00;1.0000000000;51.472111;46.145107;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009625;Северо-Западный банк;Головное отд. по Санкт-Петербургу №9055;5500/1/545;В пользовании;ГО/СПб_Центральное_Казанская, 8-10, лит.А_0135;Здание/помещение  (нежилое);1999-09-16;9999-12-31;М – город с населением >=1000 тыс. жителей;78;г Санкт-Петербург;;г Санкт-Петербург;;;;ул Казанская;8_10литерА;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Переформатирование завершено;2012-08-21;2013-07-22;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-13;2026-12-31;C;ВСП РБ: Базовое подразделение;Сектор недвижимости;Сервисы;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000545;02;I000000000000000828029;06;9055;06;177.3000;177.3000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.010686;0.008905;0.001780;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10261313;30;177.3000;0.0000;0.00;1.0000000000;59.932628;30.322037;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009634;Северо-Западный банк;Головное отд. по Санкт-Петербургу №9055;5500/1/554;В пользовании;ГО/СПб_Пушкинское_Пушкин, Московская ул., 33, лит.А_0742;Здание/помещение  (нежилое);1999-05-28;9999-12-31;М – город с населением >=1000 тыс. жителей;78;г Санкт-Петербург;;г Пушкин;;;;ул Московская;33литерА;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №9055/0742;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000554;02;I000000000000000828125;06;9055;06;222.5000;222.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.002865;0.002388;0.000480;0.000000;0.000000;0.000000;0.000000;0.000000;20.2273;1;0.0000;0.0000;20.2273;0;0.0000;10101137;38;222.5000;11.0000;0.00;1.0000000000;59.718320;30.409611;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009674;Северо-Западный банк;Головное отд. по Санкт-Петербургу №9055;5500/1/575;В пользовании;ГО/СПб_Центральное_Лиговский_37, лит.А_01895;Здание/помещение  (нежилое);2006-04-25;9999-12-31;М – город с населением >=1000 тыс. жителей;78;г Санкт-Петербург;;г Санкт-Петербург;;;;пр-кт Лиговский;37литерА;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Переформатирование завершено;2020-07-15;2020-09-15;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис №9055/01895;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000575;02;I000000000000000828069;06;9055;06;362.3000;362.3000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.666884;3.426994;0.239890;0.000000;0.000000;0.000000;0.000000;0.000000;27.8692;1;0.0000;0.0000;31.2484;0;0.0000;10144666;38;249.9870;8.0000;0.00;1.0000000000;59.932470;30.361201;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009676;Северо-Западный банк;Головное отд. по Санкт-Петербургу №9055;5500/1/577;В пользовании;Металлический ангар_Санкт-Петербург, Шафировский проспект, д. 2, литера Д;Сооружение с площадью;2008-05-23;9999-12-31;М – город с населением >=1000 тыс. жителей;78;г Санкт-Петербург;;г Санкт-Петербург;;;;пр-кт Шафировский;2;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Не планируется переформатирование;;;;;;ГРУППА D. Прочие;;;;Нет;2026-01-13;2026-12-31;D;Гаражный фонд;Отдел инкассации и перевозки ценностей;Сервисы;Используется;01;Гаражный;Гаражный холодный;-;25;04;16;Гараж;X;;-;;0000000000;5500;IB55000000000100000577;06;I000000000000000828680;08;9055;08;658.8000;658.8000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.329921;0.274934;0.054990;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10187857;30;658.8000;0.0000;0.00;1.0000000000;59.991786;30.435747;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009687;Северо-Западный банк;Головное отд. по Санкт-Петербургу №9055;5500/1/588;В пользовании;Красносельское_Красное Село, Ленина, 92, корп.1, лит.А_0687+подвал;Здание/помещение  (нежилое);2003-02-27;9999-12-31;М – город с населением >=1000 тыс. жителей;78;г Санкт-Петербург;;г Красное Село;;;;пр-кт Ленина;92к1литерА;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Переформатирование завершено;2014-04-26;2014-06-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис №9055/0687;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000588;;I000000000000000828920;06;9055;06;241.3000;441.7000;0.0000;0.0000;0.0000;0.0000;183.0501;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;34.4714;1;0.0000;0.0000;34.4714;0;0.0000;10097122;38;241.3000;7.0000;0.00;1.0000000000;59.737179;30.090031;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009808;Северо-Западный банк;Головное отд. по Санкт-Петербургу №9055;5500/1/607;В пользовании;ГО/СПБ_Красносельское_Санкт-Петербургское ш., д.88. лит.А_0412;Здание/помещение  (нежилое);2004-12-25;9999-12-31;М – город с населением >=1000 тыс. жителей;78;г Санкт-Петербург;;г Санкт-Петербург;;п Стрельна;;ш Санкт-Петербургское;88литерА;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Переформатирование завершено;2023-08-01;2023-11-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;B;ВСП РБ: Базовое подразделение;Дополнительный офис №9055/0412;Сеть продаж;Используется;01;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000607;02;I000000000000000828011;06;9055;06;189.1000;189.1000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.054209;2.054209;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;21.0111;1;0.0000;0.0000;21.0111;0;0.0000;10096783;38;189.1000;9.0000;0.00;1.0000000000;59.852649;30.034072;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009920;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/631;В пользовании;ГО/ЛО_Балтийское_Торковичи, Стахановская, 1_0978;Здание/помещение  (нежилое);2010-12-31;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Лужский;;;п Торковичи;;ул Стахановская;1;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Дополнительный офис №9055/0978;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;;0000000000;5500;IB55000000000100000631;05;I000000000000000828173;06;9056;06;14.6000;14.6000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.826644;0.826644;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;14.6000;1;0.0000;0.0000;14.6000;0;0.0000;10100121;38;14.6000;1.0000;0.00;1.0000000000;58.856195;30.342294;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009921;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/632;В пользовании;ГО/ЛО_Балтийское_Осьмино, Ленина, 55_0977;Здание/помещение  (нежилое);2010-12-31;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Лужский;;;п Осьмино;;ул Ленина;55;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Не планируется переформатирование;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Дополнительный офис №9055/0977;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;;0000000000;5500;IB55000000000100000632;05;I000000000000000827898;06;9056;06;19.4000;19.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.417320;0.417320;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;19.4000;1;0.0000;0.0000;19.4000;0;0.0000;10100069;38;19.4000;1.0000;0.00;1.0000000000;59.009971;29.093882;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009927;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/638;В пользовании;ГО/ЛО_Балтийское_Оредеж п., Комсомола, 7_0965;Здание/помещение  (нежилое);2011-08-04;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Лужский;;;п Оредеж;;ул Комсомола;7;Аренда (гос. соб-ть);04;Договор аренды (субаренды);;2014-06-05;2014-12-09;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Дополнительный офис №9055/0965;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000638;05;I000000000000000828174;06;9056;06;41.7200;41.7200;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.346680;0.346680;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;20.8600;1;0.0000;0.0000;20.8600;0;0.0000;10099793;38;41.7200;2.0000;0.00;1.0000000000;58.815160;30.335227;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009928;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/639;В пользовании;ГО/ЛО_Балтийское_Заклинье, Новая ул., 24_0964;Здание/помещение  (нежилое);2010-10-01;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Лужский;;;д Заклинье (Заклинское с/п);;ул Новая;24;Аренда (гос. соб-ть);04;Договор аренды (субаренды);;2015-05-21;2015-06-30;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Дополнительный офис №9055/0964;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000639;05;I000000000000000827854;06;9056;06;40.9000;40.9000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.196579;0.161130;0.035450;0.000000;0.000000;0.000000;0.000000;0.000000;40.9000;1;0.0000;0.0000;40.9000;0;0.0000;10099719;38;40.9000;1.0000;0.00;1.0000000000;58.727789;29.897231;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009929;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/640;В пользовании;ГО/ЛО_Балтийское_Толмачева п., Толмачева ул., 26_0963;Здание/помещение  (нежилое);2010-12-31;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Лужский;;;гп Толмачево;;пер Толмачева;двлд26;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Дополнительный офис №9055/0963;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;;0000000000;5500;IB55000000000100000640;05;I000000000000000827914;06;9056;06;51.2000;51.2000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.490869;0.409058;0.081810;0.000000;0.000000;0.000000;0.000000;0.000000;25.6000;1;0.0000;0.0000;25.6000;0;0.0000;10099679;38;51.2000;2.0000;0.00;1.0000000000;58.858776;29.872599;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009932;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/643;В пользовании;ГО/ЛО_Балтийское_Ретюнь_0960_опер. офис;Здание/помещение  (нежилое);2010-12-01;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Лужский;;;д Ретюнь;;нет;нет;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Не планируется переформатирование;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Управление продаж и обслуж-ия в сети ВСП;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;;0000000000;5500;IB55000000000100000643;05;I000000000000000828969;06;9056;06;18.9000;18.9000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18.9000;1;0.0000;0.0000;18.9000;0;0.0000;10149206;38;18.9000;1.0000;0.00;1.0000000000;58.561373;29.801506;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009944;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/649;В пользовании;ГО/ЛО_Ладожское_Романовка_01001;Здание/помещение  (нежилое);2008-01-31;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Всеволожский;;;п Романовка;;нет;15;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Не планируется переформатирование;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Дополнительный офис №9055/01001;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;;0000000000;5500;IB55000000000100000649;05;I000000000000000827893;06;9056;06;29.3000;29.3000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.467137;1.202572;0.264570;0.000000;0.000000;0.000000;0.000000;0.000000;29.3000;1;0.0000;0.0000;29.3000;0;0.0000;10101588;38;29.3000;1.0000;0.00;1.0000000000;60.052752;30.730339;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009950;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/655;В пользовании;ГО/ЛО_Ладожское_Кузьмоловский, Железнодорожная, 24_0993;Здание/помещение  (нежилое);2009-12-25;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Всеволожский;;;гп Кузьмоловский;;ул Железнодорожная;24;Аренда (коммерческая соб-ть);03;Договор аренды (субаренды);Не планируется переформатирование;;;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;C;ВСП РБ: Непереформатированные ВСП;Дополнительный офис №9055/0993;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;10;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000655;05;I000000000000000827902;06;9056;06;165.4000;165.4000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.500000;0.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18.3778;1;0.0000;0.0000;18.3778;0;0.0000;10101269;38;165.4000;9.0000;0.00;1.0000000000;60.112034;30.489468;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009951;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/656;В пользовании;ГО/ЛО_Ладожское_Агалатово, д.156_0992;Здание/помещение  (нежилое);1999-09-27;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Всеволожский;;;д Агалатово;;нет;156;Аренда (гос. соб-ть);04;Договор аренды (субаренды);;2014-07-23;2014-09-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис №9055/0992;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000656;05;I000000000000000827860;06;9056;06;183.9000;153.8000;30.1000;0.0000;0.0000;0.0000;83.6324;16.3676;0.0000;0.0000;0.0000;0.0000;0.0000;0.317847;0.260530;0.057320;0.000000;0.000000;0.000000;0.000000;0.000000;0.0000;1;0.0000;0.0000;0.0000;0;0.0000;10101227;38;140.1000;0.0000;0.00;1.0000000000;60.219823;30.292920;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009953;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/658;В пользовании;ГО/ЛО_Ладожское_Дубровка, Ленинградская, 8_0989;Здание/помещение  (нежилое);2010-02-10;9999-12-31;СМ- сельская местность;47;обл Ленинградская;р-н Всеволожский;;;гп Дубровка;;ул Ленинградская;8;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Не планируется переформатирование;;;;;;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Малый сельский офис;Дополнительный офис №9055/0989;Сеть продаж;Используется;05;Ритейл;Ритейл - стритритейл, ВПП;-;43;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000658;05;I000000000000000827802;06;9056;06;39.0000;39.0000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.897416;0.735587;0.161830;0.000000;0.000000;0.000000;0.000000;0.000000;39.0000;1;0.0000;0.0000;39.0000;0;0.0000;10101134;38;39.0000;1.0000;0.00;1.0000000000;59.847458;30.930911;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
IB00100009957;Северо-Западный банк;Головное отд. по Ленинградской области №9056;5500/1/662;В пользовании;ГО/ЛО_Ладожское_Свердлова п._0985;Здание/помещение  (нежилое);2005-08-18;9999-12-31;ПГТ – поселок городского типа;47;обл Ленинградская;р-н Всеволожский;;;пгт Им Свердлова;;мкр 1-й;1;Аренда (гос. соб-ть);04;Договор аренды (субаренды);Переформатирование завершено;2011-10-20;2011-12-30;;;Розничный бизнес;ГРУППА A. Бизнес;;;;Нет;2026-01-01;2026-12-31;D;ВСП РБ: Базовое подразделение;Дополнительный офис №9055/0985;Сеть продаж;Используется;06;Ритейл;Ритейл - стритритейл, ВПП;-;01;01;01;Служебное;X;;-;X;0000000000;5500;IB55000000000100000662;05;I000000000000000831106;06;9056;06;111.5000;111.5000;0.0000;0.0000;0.0000;0.0000;100.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.400144;1.400144;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;22.3000;1;0.0000;0.0000;22.3000;0;0.0000;10100964;38;111.5000;5.0000;0.00;1.0000000000;59.802389;30.803926;I;2026.01.23 00:01:35.748;;;asun_glut_2026-01-22_06-00-00_0.avro;asun_glut_2026-01-22_06-00-00_0.avro;48584872
